CITY,Total Population,TOTAL POPULATION under 18,Total Population of 18+,%Total population 65-74,Total Civilian Non-institulionized Population,Renter Occupied Housing Units,Total Population Estimate,Average Household Size Renters,Median Rent for Occupied Housing Units,% of Owner Occupied Housing Units,Median Housing Cost,Total Male Population Estimate,Estimate of Foriegn -born Population,Estimate of ages above 25yrs with a high school degree,TOTAL POPULATION,%foriegn born,%workers taking taxi to work,Estimate of population >25 with a graduate degree,Estimate of voting age population,TOTAL POPULATION under 18,Total Population of 18+,%Total population 65-74,Estimate of ages above 25yrs with a high school degree,Total Civilian Non-institulionized Population,Per Capita Income ,Median Household Income,TOTAL CIVILIAN labor Force,% 16+ Yrs not in labor force,Percetage of Labor force with Public Health Insurance,Employed health insurance coverage ages 19-64,Percent of population Employed health insurance coverage ages 19-64,Estimate of Owner Occupied Housing Units with a Mortgage,Estimate of Owner Occupied Housing Units without a Mortgage,Total Population of 18+,%Total population 65-74,Total Population,Total Male Population Estimate,Estimate of Foriegn -born Population,Estimate of ages above 25yrs with a high school degree,%foriegn born,Estimate of population >25 with a graduate degree,Estimate of voting age population,Estimate of Male Citizen voting population ,Estimate of Total Households with comuters and Internet,"%homes using oil, Kerosene for heat energy",%homes using coal for heat energy,%homes with no heat,%homes using wood for heat energy,%homes using solar energy,%workers carpooling,% homes heating with coal,%homes heating with wood,%workers taking taxi to work,Estimate of Homes using Electric Heat,Estimate of homes using Gas
NAME,,DP05_0019E,DP05_0025E,DP05_0015PE,DP02_0070PE,DP04_0047E,DP05_0001E,DP04_0049E,DP04_0134E,DP04_0046PE,DP04_0089E,DP05_0002E,DP02_0103E,DP02_0061E,,DP02_0095PE,DP03_0021PE,DP02_0065E,DP05_0087E,DP05_0019E,DP05_0025E,DP05_0015PE,DP02_0061E,DP02_0070PE,DP03_0088E,DP03_0062E,DP03_0008PE,DP03_0007PE,DP03_0112PE,DP03_0107E,DP03_0107PE,DP04_0091E,DP04_0092E,DP05_0025E,DP05_0015PE,DP05_0001E,DP05_0002E,DP02_0103E,DP02_0061E,DP02_0095PE,DP02_0065E,DP05_0087E,DP05_0088E,DP02_0150PE,DP04_0066PE,DP04_0067E,DP04_0071PE,DP04_0068E,DP04_0069E,DP03_0020PE,DP04_0067PE,DP04_0068PE,DP03_0021PE,DP04_0065E,DP04_0063E
CATEGORY,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Political,Social,Social,Social,Social,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Political,Political,Political,Political,Political,Political,Political,Political,Political,Political,Political,Envronmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",333278,103006,333277,10.2,7.6,58282,436283,2.58,1167,63.1,360300,219779,12550,18068,10.2,52221,0.7,50486,303672,103006,333277,10.2,18068,7.6,32360,65665,207771,39.8,54.9,31233,17.3,66116,33746,333277,10.2,436283,219779,12550,18068,52221,50486,303672,150891,0.5,1,0,1,5552,74,9.9,0,0,0.7,78016,68151
"Detroit-Warren-Dearborn, MI Metro Area",324229,113096,324229,8.8,4.2,65474,437325,3.27,1767,50.9,683200,222499,23200,25276,54.8,126731,0.5,43163,237388,113096,324229,8.8,25276,4.2,35191,82163,195651,40.5,40.7,27179,16.2,45629,22121,324229,8.8,437325,222499,23200,25276,126731,43163,237388,119916,0.3,0,46,1.8,2833,1517,6.8,0,0,0.5,58258,61089
"Denver-Aurora-Lakewood, CO Metro Area",347620.8,81610,347613,16.1,8.1,42215,429223,2.39,1092,76.1,293000,206819,9427,21077,65.1,33202,0.3,58246,334416,81610,347613,16.1,21077,8.1,38026,68470,196777,44.9,53.7,27001,17.1,77967,56820,347613,16.1,429223,206819,9427,21077,33202,58246,334416,158524,0.7,7.8,49,0.9,1999,658,7.8,0,0,0.3,96530,29005
"Des Moines-West Des Moines, IA Metro Area",932120.1,330941,932120,7.3,4.1,146650,1263061,2.31,1310,67,444200,639968,49436,37919,155.3,153680,2,189318,852113,330941,932120,7.3,37919,4.1,37405,81307,691733,28.8,23.1,29960,4.9,213091,84057,932120,7.3,1263061,639968,49436,37919,153680,189318,852113,426544,1.4,0.1,148,0.2,312,1394,8.5,0,0,2,73551,359653
"Dothan, AL Metro Area",92587,29479,92587,9.7,6.5,14659,122066,2.29,895,68.5,163600,61356,1486,4816,9.7,6068,0.2,12759,89470,29479,92587,9.7,4816,6.5,29126,61302,58157,36.9,17.5,3315,6.5,14148,17797,92587,9.7,122066,61356,1486,4816,6068,12759,89470,44161,0.2,,,,,,11.4,,,0.2,,
"Dover, DE Metro Area",1960911,640877,1960911,8.3,10.5,346343,2601788,2.43,1147,63.5,233500,1293521,90049,121627,8.3,315324,1.1,332679,1797253,640877,1960911,8.3,121627,10.5,33179,66775,1279752,35.5,18,95738,8.6,353827,248349,1960911,8.3,2601788,1293521,90049,121627,315324,332679,1797253,876562,0.3,0,0,0.6,1541,4104,11,0,0,1.1,688893,224073
"DuBois, PA Micro Area",2587699.1,698370,2587699,8.9,7.4,531136,3286069,2.67,1908,54.3,722200,1664717,167999,122675,8.9,737696,1.7,579926,2308456,698370,2587699,8.9,122675,7.4,44377,91003,1680193,33.6,38.5,195670,13.7,440570,191190,2587699,8.9,3286069,1664717,167999,122675,737696,579926,2308456,1173357,0.5,0.1,0,4.1,7247,22232,7.3,0,0,1.7,409305,632891
"Dubuque, IA Metro Area",59809.6,15043,59809,14.4,8.4,10763,74852,2.15,799,67.3,168400,36984,,4246,14.4,1675,0,10712,58997,15043,59809,14.4,4246,8.4,33655,58403,35551,41.6,36.6,3662,12.5,11566,10597,59809,14.4,74852,36984,,4246,1675,10712,58997,28465,1.4,0.6,0,0.4,526,0,8,0,0,0,9905,20467
"Duluth, MN-WI Metro Area",3723081.1,900183,3723081,9.9,3.5,759062,4623264,2.43,2156,55.8,1042300,2300372,390538,140650,580.9,1443472,4.9,992525,3158707,900183,3723081,9.9,140650,3.5,63934,116005,2537804,33.7,38.1,229814,10.6,661053,298934,3723081,9.9,4623264,2300372,390538,140650,1443472,992525,3158707,1553671,0.4,0.1,571,2.7,4727,13792,6.9,0,0,4.9,525931,1086576
"Dunn, NC Micro Area",100431,18930,100431,13.4,null,10640,119361,2.93,469,75.4,96300,53878,null,null,13.4,null,1.3,null,100203,18930,100431,13.4,null,null,12514,18454,40244,60.8,65.4,12216,38.4,,,100431,13.4,119361,53878,null,null,null,null,100203,46174,null,,,,,,7.3,,,1.3,,
"Durham-Chapel Hill, NC Metro Area",1535678.1,416507,1535678,8.3,3.1,293453,1952185,2.68,2454,56.3,1237800,996553,235191,60598,157.3,773319,1.1,380520,1206047,416507,1535678,8.3,60598,3.1,68421,139892,1056925,33.3,34.6,89444,9.6,255531,121916,1535678,8.3,1952185,996553,235191,60598,773319,380520,1206047,610442,0.3,0.1,149,2.2,1577,7273,7,0,0,1.1,236789,393371
"East Stroudsburg, PA Metro Area",1724885,345420,1724885,11.5,null,237038,2070305,2.58,552,68.3,122100,972580,null,null,156.5,null,1,null,1687182,345420,1724885,11.5,null,null,16134,25042,835596,52.7,64,208120,29.9,215298,295171,1724885,11.5,2070305,972580,null,null,null,null,1687182,777438,null,0,145,88.1,106,3501,6.9,0,0,1,79516,810
"Eau Claire, WI Metro Area",233475,49684,233475,13,7.3,39475,283159,2.62,1716,63.3,695500,142645,6005,7286,157,27978,0.4,47162,220085,49684,233475,13,7286,7.3,42831,80615,136921,42.4,37.1,15101,13.3,43594,24502,233475,13,283159,142645,6005,7286,27978,47162,220085,110952,0.7,0,144,1.8,2991,1763,7.6,0.1,0.1,0.4,21110,70236
"El Centro, CA Metro Area",217992.4,49800,217992,11.7,3.8,38555,267792,2.71,1960,60.4,922300,133339,9731,8914,11.7,48629,1.3,42244,190832,49800,217992,11.7,8914,3.8,50367,93933,142127,36.7,48.1,12430,10.5,38427,20371,217992,11.7,267792,133339,9731,8914,48629,42244,190832,93274,0.8,0.4,0,1.5,3660,867,7.8,0,0,1.3,26049,55214
"Elmira, NY Metro Area",129143.2,26058,129143,16.8,7.2,17946,155201,1.88,1166,74.4,362200,76100,1930,4093,16.8,15202,0.8,25625,122100,26058,129143,16.8,4093,7.2,44014,67341,76398,42.1,52.4,10049,16.7,28627,23579,129143,16.8,155201,76100,1930,4093,15202,25625,122100,58943,0.5,0.2,0,0.2,3204,1292,8.2,0,0,0.8,14630,43890
"El Paso, TX Metro Area",347655.1,98820,347655,9.1,5.3,72469,446475,2.82,1859,51.9,669000,224964,19038,17850,125.1,98557,1.3,60581,291989,98820,347655,9.1,17850,5.3,41636,84846,219734,38,45.7,31799,17.4,50890,27191,347655,9.1,446475,224964,19038,17850,98557,60581,291989,143374,0.5,0.1,116,4.2,585,1272,10,0.1,0.1,1.3,35830,101991
"Enid, OK Metro Area",393176.3,92711,393176,13,4.9,70929,485887,2.48,1900,62.8,718500,238756,15645,16281,13,83299,0.5,83309,353539,92711,393176,13,16281,4.9,49595,94295,257891,36,37.1,25809,12.3,80404,39253,393176,13,485887,238756,15645,16281,83299,83309,353539,169693,0.6,0.3,0,1,6176,1702,9.2,0,0,0.5,51087,117168
"Erie, PA Metro Area",318550,91458,318550,9.5,10.2,59997,410008,2.37,1179,62.7,238200,200479,7288,17437,9.5,23577,0.7,60072,309816,91458,318550,9.5,17437,10.2,35606,66245,203866,36.2,11.8,18211,10.4,67226,33443,318550,9.5,410008,200479,7288,17437,23577,60072,309816,148724,0.7,,,,,,8.4,,,0.7,,
"Eugene, OR Metro Area",452468.8,115296,452454,11.7,6.7,73748,567750,2.13,847,68.4,159100,281105,18776,23789,3959.7,39856,0.8,67502,432667,115296,452454,11.7,23789,6.7,32546,61174,279675,40.1,51.8,30280,12.8,87935,71790,452454,11.7,567750,281105,18776,23789,39856,67502,432667,212402,3.4,14.8,3948,0.4,3317,0,9.6,1.7,1.7,0.8,53114,121273
"Eureka-Arcata-Fortuna, CA Micro Area",59344,17863,59344,9.6,7.7,8773,77207,2.33,737,70.1,150800,37396,579,4871,9.6,1457,0.5,6616,58289,17863,59344,9.6,4871,7.7,26005,51402,35931,41.8,50.1,4039,13.4,,,59344,9.6,77207,37396,579,4871,1457,6616,58289,27811,,,,,,,9,,,0.5,,
"Evansville, IN-KY Metro Area",3165318.9,846236,3165317,8.7,6.7,617805,4011553,2.18,1730,61,638400,2026879,300771,97402,534.7,802357,3,804084,2800302,846236,3165317,8.7,97402,6.7,55152,101721,2183868,32.1,37,178456,9.3,691670,275321,3165317,8.7,4011553,2026879,300771,97402,802357,804084,2800302,1405967,0.7,1.9,526,0.8,21026,1935,6.4,0,0,3,846025,626844
"Fairbanks, AK Metro Area",138479,25183,138479,17.5,10.3,14982,163662,2.49,1159,78.6,279400,78325,2233,7452,17.5,13235,0.9,27438,134502,25183,138479,17.5,7452,10.3,37969,58972,68209,51.4,5.6,5055,9.3,26621,28371,138479,17.5,163662,78325,2233,7452,13235,27438,134502,63297,0.9,0,0,2.6,0,285,8.3,0,0,0.9,64938,2511
"Elizabeth City, NC Micro Area",86124,17172,86124,17.5,11.4,9766,103296,2.04,917,78.8,164500,50102,1232,7572,17.5,13201,0,9305,79464,17172,86124,17.5,7572,11.4,27100,48564,39199,55.5,24.4,2530,8.2,12742,23658,86124,17.5,103296,50102,1232,7572,13201,9305,79464,37662,0.3,0,0,2.3,216,439,9.1,0,0,0,42736,574
"Elizabethtown-Fort Knox, KY Metro Area",64313.6,14890,64313,15,7.8,7905,79203,2.22,755,76.8,189200,38431,,5455,15,3334,1.2,9425,62015,14890,64313,15,5455,7.8,31613,50393,34115,48.7,11.6,4036,14.3,12548,13570,64313,15,79203,38431,,5455,3334,9425,62015,30533,0.8,0.6,0,0.9,1172,0,12.1,0,0,1.2,23134,5530
"Elkhart-Goshen, IN Metro Area",79209,20308,79209,12.4,8.9,9424,99517,2.55,870,74.3,234600,49578,,6654,12.4,4190,0,8593,76738,20308,79209,12.4,6654,8.9,28342,50239,46616,42.7,27.3,2631,6.5,,,79209,12.4,99517,49578,,6654,4190,8593,76738,37572,,,,,,,9.6,,,0,,
"Fargo, ND-MN Metro Area",56152,16867,56152,10.2,8.1,7614,73019,2.4,809,71.4,145200,36064,309,3505,10.2,1810,0,6516,55228,16867,56152,10.2,3505,8.1,25561,51451,32815,43.6,31.2,2818,9.9,9164,9872,56152,10.2,73019,36064,309,3505,1810,6516,55228,26415,0.4,0,0,0.3,304,0,7.4,0,0,0,10885,12930
"Faribault-Northfield, MN Micro Area",91954.1,25794,91953,11.7,6.8,13666,117747,1.79,762,72.3,197500,60002,1969,3796,11.7,6750,0.1,14815,89068,25794,91953,11.7,3796,6.8,35569,62188,62041,34.8,22.2,4914,9,21713,14037,91953,11.7,117747,60002,1969,3796,6750,14815,89068,45611,0.7,1.1,0,1.3,520,0,5.7,0,0,0.1,7820,34908
"Farmington, MO Micro Area",78064.3,22298,78061,11.4,7.6,10218,100359,2.28,775,74.6,142100,48537,,7500,11.4,2141,0,7673,76993,22298,78061,11.4,7500,7.6,25472,47150,47592,40.3,22.2,5125,12.6,15262,14816,78061,11.4,100359,48537,,7500,2141,7673,76993,36755,0.4,3.3,0,0.3,604,0,8.8,0,0,0,29602,8024
"Farmington, NM Metro Area",54411,13204,54411,14.9,16.3,4339,67615,2.95,978,82.7,360700,35330,1316,2513,14.9,4236,0,7394,52458,13204,54411,14.9,2513,16.3,33222,77070,30092,46.3,36.8,3830,15.1,13969,6728,54411,14.9,67615,35330,1316,2513,4236,7394,52458,27134,0.7,0,0,1,2689,0,12.7,0,0,0,18858,1302
"Fayetteville, NC Metro Area",106092,33244,106092,11.2,8.6,18232,139336,2.24,1037,67.4,222900,68681,2187,3287,11.2,8367,0.5,15867,101106,33244,106092,11.2,3287,8.6,32249,62919,67581,38.5,20.1,3846,6.5,20480,17293,106092,11.2,139336,68681,2187,3287,8367,15867,101106,49292,1.4,0,0,0,514,17,11.3,0,0,0.5,34201,17477
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",80447.5,27700,80447,12.7,7.2,9956,108147,2.62,649,75.2,161100,54422,,6165,12.7,2732,0.2,7614,79309,27700,80447,12.7,6165,7.2,21023,49449,38969,53.6,52.6,5694,18.3,9820,20311,80447,12.7,108147,54422,,6165,2732,7614,79309,39694,0.4,0.5,0,0.1,12454,255,6.6,0,0,0.2,7533,14504
"Findlay, OH Micro Area",295912.1,93243,295912,10.3,7.9,59988,389155,2.35,888,61.5,175200,187151,3574,25850,97.3,8045,0.7,40385,291393,93243,295912,10.3,25850,7.9,28641,48164,165528,43.7,65,28857,21,53293,42567,295912,10.3,389155,187151,3574,25850,8045,40385,291393,137982,0.2,0.1,87,0.9,321,46,9.6,0.1,0.1,0.7,93523,58300
"Flagstaff, AZ Metro Area",99355.1,26695,99355,13.8,17,13733,126050,2.25,793,72.5,175000,63923,3126,6051,13.8,15939,0.1,14764,92581,26695,99355,13.8,6051,17,27698,56600,48368,49.1,53.4,11521,29.2,20005,16214,99355,13.8,126050,63923,3126,6051,15939,14764,92581,47724,0.7,0.1,0,1.1,1110,195,6.8,0,0,0.1,16991,25113
"Flint, MI Metro Area",108850.6,40550,108850,9.8,5.3,16206,149400,2.39,856,71.8,159300,75836,6263,7025,9.8,19344,0.6,15100,100360,40550,108850,9.8,7025,5.3,30970,64232,78086,31.2,45.8,8486,12.7,23771,17444,108850,9.8,149400,75836,6263,7025,19344,15100,100360,49879,0.1,0.6,0,0.4,91,0,10.3,0,0,0.6,15893,35661
"Florence, SC Metro Area",209019.9,73538,209019,9.3,6.9,38008,282557,2.05,893,66.9,256700,141834,8041,8011,117.3,16571,0.7,47291,202413,73538,209019,9.3,8011,6.9,41852,75946,160720,25.3,22,7853,5.5,50601,26358,209019,9.3,282557,141834,8041,8011,16571,47291,202413,101567,0.2,0.9,108,0.6,370,0,7.1,0.1,0.1,0.7,32400,71565
"Florence-Muscle Shoals, AL Metro Area",50888.6,14535,50888,12,7.6,6332,65423,2.02,634,75.2,146200,32072,,3500,12,,,4647,50542,14535,50888,12,3500,7.6,23914,44561,27304,48.1,30.6,6009,27.6,9576,9601,50888,12,65423,32072,,3500,,4647,50542,24810,,0.6,0,1.3,1256,0,,0,0,,19745,3160
"Fond du Lac, WI Metro Area",60334.4,13328,60299,13.6,6.9,6145,73627,2.21,674,78.9,115300,38724,,3132,2790.6,444,0,5832,60022,13328,60299,13.6,3132,6.9,26947,54352,33717,45.3,55.5,3188,11.5,11524,11446,60299,13.6,73627,38724,,3132,444,5832,60022,31644,0.6,35.4,2777,0.5,1647,0,5.6,9.5,9.5,0,5568,5934
"Forest City, NC Micro Area",249524.5,74171,249524,10.9,6.3,36137,323695,2.11,889,71.9,163700,159397,5034,12140,124.9,18645,1,39803,240918,74171,249524,10.9,12140,6.3,33262,59416,160651,37.5,34.5,14844,10.7,56583,36054,249524,10.9,323695,159397,5034,12140,18645,39803,240918,115585,0.6,0.5,114,0.1,2128,36,6.9,0.1,0.1,1,20156,98123
"Fort Collins, CO Metro Area",257700,78165,257699,10.1,6.5,32752,335864,2.33,900,74.5,193300,163455,8012,18671,10.1,24706,0,36056,247268,78165,257699,10.1,18671,6.5,30127,60472,166042,37.7,18.1,11499,7.9,56799,38886,257699,10.1,335864,163455,8012,18671,24706,36056,247268,118811,0.6,1,0,0.7,646,223,10.1,0,0,0,86452,34251
"Fort Payne, AL Micro Area",464573.1,128894,464572,11,10.3,81228,593466,2.18,1044,65.7,351600,295756,9876,15458,11,27494,1.5,80822,455062,128894,464572,11,15458,10.3,34092,65283,286088,39.4,57.8,41988,17.1,99623,56173,464572,11,593466,295756,9876,15458,27494,80822,455062,225730,1.1,1.1,0,0.4,10719,0,7.4,0,0,1.5,108925,107519
"Fort Smith, AR-OK Metro Area",160968,46277,160968,11.5,7.3,24866,207245,2.06,855,72.2,155100,100180,2597,6491,11.5,6739,0.9,31006,158036,46277,160968,11.5,6491,7.3,38216,68796,100310,39.5,61.1,9235,10.8,37452,27022,160968,11.5,207245,100180,2597,6491,6739,31006,158036,74327,0.6,,,,,,5.7,,,0.9,,
"Frankfort, KY Micro Area",562566.9,132765,562540,11.4,5.5,98946,695305,2.13,1052,64.1,277600,332687,19166,26721,261.4,61847,2.1,94766,540522,132765,562540,11.4,26721,5.5,35244,65520,340761,41.1,52.9,51868,18.1,114080,62762,562540,11.4,695305,332687,19166,26721,61847,94766,540522,254856,0.3,26.9,250,1,8950,1107,6.4,0.1,0.1,2.1,53199,114538
"Fresno, CA Metro Area",372427.1,107171,372427,10.1,8,67377,479598,1.99,802,65.5,194100,235303,4699,15845,10.1,13635,0.3,62296,365904,107171,372427,10.1,15845,8,32628,56896,240657,37.3,18,14819,7,79805,48078,372427,10.1,479598,235303,4699,15845,13635,62296,365904,176019,0.6,0.1,0,0.3,6017,133,8,0,0,0.3,82651,80770
"Gadsden, AL Metro Area",105141.6,30495,105138,11.9,8.9,16868,135633,2.22,699,70.4,144500,66028,1070,8672,11.9,2782,0.2,10500,103709,30495,105138,11.9,8672,8.9,30098,59431,67250,37.9,48.6,9587,16.9,24107,16038,105138,11.9,135633,66028,1070,8672,2782,10500,103709,49459,0.9,3.6,0,0.4,889,0,8.6,0,0,0.2,10949,39295
"Gainesville, FL Metro Area",134321.2,23231,134296,9.3,4.9,19754,157527,2.17,1021,65.7,273700,82531,6666,3098,632.3,12125,1.5,22594,127680,23231,134296,9.3,3098,4.9,35604,66789,78459,42.5,29.5,5956,8.9,21088,16676,134296,9.3,157527,82531,6666,3098,12125,22594,127680,66579,1.2,25.2,623,0.1,2798,80,7.4,1.1,1.1,1.5,22818,14541
"Gainesville, GA Metro Area",67222,15220,67222,6.9,4,13901,82442,2.24,946,52.6,171100,40153,,3877,6.9,2185,0.4,8177,65974,15220,67222,6.9,3877,4,25515,57656,41792,39.7,31.6,2868,8.1,,,67222,6.9,82442,40153,,3877,2185,8177,65974,32344,0.4,,,,,,9.5,,,0.4,,
"Gallup, NM Micro Area",102190,23591,102183,11.8,9.8,14730,125774,1.97,877,71.6,245200,62293,664,4109,11.8,4469,0.6,16141,100584,23591,102183,11.8,4109,9.8,33527,60488,64057,38.7,27.3,5179,9.5,23600,13472,102183,11.8,125774,62293,664,4109,4469,16141,100584,49256,0.2,7,0,0.7,2476,0,8,0,0,0.6,26555,14140
"Gettysburg, PA Metro Area",57076.8,13393,57075,11.3,6.9,8401,70468,1.78,794,71.9,190100,35597,438,1451,11.3,1875,0.1,10798,56557,13393,57075,11.3,1451,6.9,34367,65928,39654,32.4,59.4,3205,9.2,12337,9199,57075,11.3,70468,35597,438,1451,1875,10798,56557,28300,0.3,1.8,0,0.5,1226,0,9.3,0,0,0.1,5083,17472
"Fort Wayne, IN Metro Area",66453,15536,66453,7.9,4.7,15276,81989,2.34,797,51.6,198700,42103,2628,2159,7.9,4982,0.2,10823,63080,15536,66453,7.9,2159,4.7,25293,49348,39982,41.3,24.1,2175,6.5,8787,7474,66453,7.9,81989,42103,2628,2159,4982,10823,63080,31833,,,,,,,5.6,,,0.2,,
"Glens Falls, NY Metro Area",578831,210579,578831,8,4.2,93541,789410,3.22,1484,61.3,457600,396171,40600,45148,35,188041,0.7,67592,499377,210579,578831,8,45148,4.2,32102,80681,362594,39.7,51.9,63379,20.6,101741,46478,578831,8,789410,396171,40600,45148,188041,67592,499377,247181,0.2,0,27,1.5,1945,5669,10.4,0,0,0.7,72806,147706
"Glenwood Springs, CO Micro Area",105512,30270,105512,11.6,10.3,18283,135782,2.31,805,66.6,146000,65919,1544,8666,11.6,4089,0.4,12468,103730,30270,105512,11.6,8666,10.3,24535,43210,57641,43.5,45.9,7777,16.6,18012,18374,105512,11.6,135782,65919,1544,8666,4089,12468,103730,49380,0.2,,,,,,7.4,,,0.4,,
"Goldsboro, NC Metro Area",73292.7,18004,73262,12.8,7.6,9248,91266,2.06,646,75.5,144500,46189,,4535,2226.8,659,0.3,9240,73121,18004,73262,12.8,4535,7.6,27432,50751,44653,41.1,57.6,4700,12.6,14657,13918,73262,12.8,91266,46189,,4535,659,9240,73121,36960,1.9,30.7,2214,0.6,1277,47,8.9,5.9,5.9,0.3,9171,11364
"Grand Forks, ND-MN Metro Area",521608.1,136679,521602,10.9,6.5,86310,658281,1.98,898,68.1,164000,323292,14336,25536,1441.9,39215,1.4,83383,507215,136679,521602,10.9,25536,6.5,35931,64296,324944,39.2,56.7,45439,16.4,108981,75059,521602,10.9,658281,323292,14336,25536,39215,83383,507215,245512,0.7,6.1,1431,0.7,7953,45,6.8,0.5,0.5,1.4,51317,164640
"Grand Island, NE Metro Area",64615,16909,64615,13,7.3,9141,81524,2.23,709,72.9,103400,38582,,6951,13,1031,0.1,6446,63874,16909,64615,13,6951,7.3,24874,45063,32124,51.1,29.5,2149,8,11741,12893,64615,13,81524,38582,,6951,1031,6446,63874,30679,,,,,,,8.8,,,0.1,,
"Grand Junction, CO Metro Area",314017.2,73110,314017,9.8,5.8,63849,387127,2.18,1111,59.1,223700,187324,7685,15269,79.8,24587,0.6,58215,304870,73110,314017,9.8,15269,5.8,32718,58945,203573,36.9,20.1,10096,5.8,54124,37948,314017,9.8,387127,187324,7685,15269,24587,58215,304870,144323,0.5,0.2,70,0.7,260,121,6.8,0,0,0.6,135359,13855
"Grand Rapids-Wyoming, MI Metro Area",2586780.1,632734,2586780,11.6,8.8,421934,3219514,2.27,1286,67.8,279600,1576052,150322,128693,11.6,477769,0.7,509932,2413860,632734,2586780,11.6,128693,8.8,37361,62951,1612701,39.1,23.9,108280,7.8,516430,371250,2586780,11.6,3219514,1576052,150322,128693,477769,509932,2413860,1159890,0.5,0.1,0,1.6,697,6829,7.3,0,0,0.7,1198478,71167
"Grants Pass, OR Metro Area",146588,39782,146587,10.8,7.7,23087,186369,2.1,770,68.4,121400,93822,878,10249,10.8,3127,0.4,15265,145249,39782,146587,10.8,10249,7.7,28030,50440,86024,42.9,37.3,9932,13.8,29172,20765,146587,10.8,186369,93822,878,10249,3127,15265,145249,73396,0.6,1,0,0.1,2094,206,11.3,0,0,0.4,31680,30991
"Great Falls, MT Metro Area",111843,34581,111843,10.7,6.9,19257,146424,2.43,803,65.1,140800,75296,,7946,10.7,4180,0,11897,109298,34581,111843,10.7,7946,6.9,27471,50070,62567,45.7,33.1,3448,6.4,17548,18374,111843,10.7,146424,75296,,7946,4180,11897,109298,54452,0.1,,,,,,9.3,,,0,,
"Greeley, CO Metro Area",126141,9497,126141,31.5,16.3,7500,135638,1.58,1099,89.1,323200,67644,1156,7139,31.5,7130,0,25226,124167,9497,126141,31.5,7139,16.3,46088,64608,31369,75.4,22.7,1695,7.4,24369,36923,126141,31.5,135638,67644,1156,7139,7130,25226,124167,62179,0.7,,,,,,12.9,,,0,,
"Green Bay, WI Metro Area",501286.4,142931,501286,10.9,6.2,94473,644217,1.99,802,65.4,155900,315080,8435,25287,126.9,25203,0.5,81734,492671,142931,501286,10.9,25287,6.2,34260,58191,328669,36.3,46.4,38057,13.7,108507,70185,501286,10.9,644217,315080,8435,25287,25203,81734,492671,238273,0.7,0.4,116,0.4,1822,0,7.6,0,0,0.5,55049,193472
"Greeneville, TN Micro Area",178337,54333,178337,11.8,8.6,29176,232670,2.16,837,69.6,154800,114485,1492,7475,11.8,8635,0.2,32862,173231,54333,178337,11.8,7475,8.6,31746,57474,113493,38.2,16,6200,6.3,39191,27621,178337,11.8,232670,114485,1492,7475,8635,32862,173231,83574,0.4,0,0,0.8,1900,0,8.9,0,0,0.2,22291,59782
"Greenfield Town, MA Micro Area",152447.8,32604,152396,13.5,5,16993,185000,2.06,1110,78,300100,92621,3485,6194,31.5,15771,0.6,28859,145294,32604,152396,13.5,6194,5,47538,84978,99348,36.5,36.7,8363,10.5,37488,22625,152396,13.5,185000,92621,3485,6194,15771,28859,145294,71695,0.5,51.8,18,0.2,3692,195,4.6,0,0,0.6,11894,11501
"Greensboro-High Point, NC Metro Area",125192.1,29494,125191,14.8,8.3,12108,154685,2.2,1118,81.3,270700,76932,423,4890,14.8,3132,0.4,24972,124441,29494,125191,14.8,4890,8.3,38568,67346,74532,41.8,34.4,9989,15.6,31438,21271,125191,14.8,154685,76932,423,4890,3132,24972,124441,60995,0.4,1.1,0,0.3,2900,60,9,0,0,0.4,7439,40131
"Greenville, NC Metro Area",303978.1,81925,303973,9.4,3.4,53149,385898,2.29,1341,63.1,311900,189973,25977,13453,9.4,86745,3.4,63993,268190,81925,303973,9.4,13453,3.4,46571,87662,199109,36.4,39.4,10493,6.2,57079,33742,303973,9.4,385898,189973,25977,13453,86745,63993,268190,128779,0.4,5.1,0,0.7,92,195,7.5,0,0,3.4,29149,103454
"Greenville-Anderson-Mauldin, SC Metro Area",86002.8,17485,86002,17.3,7.5,10931,103487,2.1,1513,74.4,575300,50917,1348,3109,17.3,5916,0.1,20611,83793,17485,86002,17.3,3109,7.5,46447,79519,48504,44.7,39.7,6854,17,21647,10101,86002,17.3,103487,50917,1348,3109,5916,20611,83793,40637,0.7,0.8,0,0.6,5802,417,6.4,0,0,0.1,7153,13593
"Greenwood, SC Micro Area",838722,213308,838722,12,9.8,153168,1052030,2.21,1008,64.6,261600,520198,22622,40483,184,120426,1.4,139300,790156,213308,838722,12,40483,9.8,34323,60667,501330,41.1,50.8,69427,16.3,166183,113797,838722,12,1052030,520198,22622,40483,120426,139300,790156,387604,0.5,0,172,0.7,1627,4727,9.7,0,0,1.4,189594,223220
